Flight Data File,,,,,,,,,,,,,,,,
Test ID (TID),42,,,,,,,,,,,,,,,
Vehicle ID (VID),QC16a,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
time,modeNumber,acc1,acc2,acc3,angRate1,angRate2,angRate3,batteryVolts,motorCmds1,motorCmds2,motorCmds3,motorCmds4,pos1,pos2,pos3,isBallFlag
2017::124:12:45:49.00,7,2.2103,0.10645,0.31367,0.11237,0.043966,0.0036792,4,576.04,582.08,577.61,582.5,0.79437,-0.19622,0.040215,1
2017::124:12:45:49.10,7,0.048503,0.23884,0.65611,0.07615,0.13877,0.0047445,4,569.35,575.97,569.89,575.41,0.8058,-0.19571,0.059105,1
2017::124:12:45:49.20,7,0.040774,0.50821,0.43802,0.051649,0.15369,0.014332,4,557.24,578.01,557.06,576.77,0.80912,-0.19625,0.074723,1
2017::124:12:45:49.30,7,0.23292,-0.20607,0.18456,-0.022919,0.10469,-0.0016471,4,568.38,566.55,569.46,565.16,0.81445,-0.2038,0.081229,1
2017::124:12:45:49.40,7,0.43436,-0.10066,0.64223,-0.098553,0.086576,0.0058097,4,563.36,572.04,563.13,570.45,0.81381,-0.21318,0.080959,1
2017::124:12:45:49.50,7,-0.3204,0.28507,0.79651,-0.14223,0.034378,0.0047445,4,570.69,579.86,572.32,578.93,0.81578,-0.22671,0.071601,1
2017::124:12:45:49.60,7,-0.71256,-0.70452,0.076098,-0.20401,0.036509,0.0026139,4,577.35,580.45,575.96,581.36,0.81573,-0.23648,0.062188,1
2017::124:12:45:49.70,7,-0.11297,-0.2502,0.11958,-0.12732,0.0045509,-0.009104,4,589.75,575.36,588.61,576,0.81302,-0.24542,0.052688,1
2017::124:12:45:49.80,7,-0.070707,-0.4796,0.95781,-0.052747,-0.01782,0.013267,4,573.19,592.67,572.32,592.97,0.81431,-0.25235,0.043518,1
2017::124:12:45:49.90,7,0.66126,-0.48665,0.33951,0.0090388,-0.0092976,0.012201,4,576.61,594.9,576.5,595.7,0.81165,-0.25473,0.040333,1
2017::124:12:45:50.00,7,0.74242,-0.26137,0.89268,0.065498,0.02266,0.0047445,4,580.63,586.73,579.23,587.79,0.81034,-0.25427,0.043312,1
2017::124:12:45:50.10,7,0.64135,0.87888,1.8102,0.20611,0.049292,0.043094,4,548.87,615.58,550.62,613.98,0.80323,-0.24559,0.049105,1
2017::124:12:45:50.20,7,0.46275,0.26934,-0.60859,0.10385,0.043966,-0.00058185,4,580.26,581.95,582.14,580.89,0.80135,-0.24175,0.055064,1
2017::124:12:45:50.30,7,-0.038373,0.58795,-0.28722,0.03354,0.078054,0.016462,4,564.68,589.62,564.06,588.41,0.79885,-0.23772,0.060967,1
2017::124:12:45:50.40,7,-0.80324,0.094444,0.72357,0.018626,0.0098772,0.0047445,4,572.7,580.66,572.86,579.23,0.79622,-0.23423,0.03393,1
2017::124:12:45:50.50,7,-0.22793,0.84617,0.24457,-0.011201,-0.030603,0.0058097,4,575.51,583.1,574.68,582.72,0.79682,-0.23139,0.0040062,1
2017::124:12:45:50.60,7,-0.92832,-0.84575,-0.32807,-0.00054859,-0.073213,-0.010169,4,600.64,586.34,601.93,586.69,0.79381,-0.23014,-0.031794,1
2017::124:12:45:50.70,7,-0.089489,0.65267,-0.18236,-0.013332,-0.025277,0.0047445,4,591.69,598.81,591.74,598.29,0.79088,-0.22565,-0.0555,1
2017::124:12:45:50.80,7,-0.28443,-0.079126,-0.055925,0.005843,-0.010363,0.018593,4,581.13,610.32,582.67,610.39,0.7844,-0.22015,-0.072752,1
2017::124:12:45:50.90,7,-0.1112,-0.44191,-0.86781,-0.020789,0.0077467,-0.013365,4,606.97,586.67,606.91,587.64,0.77859,-0.21514,-0.081019,1
2017::124:12:45:51.00,7,0.17926,-0.70901,-1.1453,0.014365,0.033313,0.00048341,4,593.03,592.8,591.96,592.73,0.77286,-0.21041,-0.083345,1
2017::124:12:45:51.10,7,0.52596,0.3571,0.17222,0.043127,0.02053,0.0090055,4,582.56,596.26,582.67,595.44,0.77172,-0.20708,-0.0833,1
2017::124:12:45:51.20,7,-0.31318,-1.2439,0.4836,0.0026472,0.0002898,-0.0123,4,597.73,580.17,598.27,580.44,0.76224,-0.20467,-0.076366,1
2017::124:12:45:51.30,7,-0.60129,-0.26379,0.59154,0.019691,0.024791,0.00048341,4,584.75,586.24,585.32,586.21,0.7568,-0.20042,-0.0701,1
2017::124:12:45:51.40,7,0.070597,0.91868,0.91746,0.0090388,0.049292,0.0058097,4,578.84,588.81,579.8,588.02,0.75196,-0.1965,-0.058276,1
2017::124:12:45:51.50,7,-0.18842,-0.79443,0.019455,-0.039963,0.030117,-0.0080387,4,586.55,573.67,585.98,573.95,0.7442,-0.19463,-0.049108,1
2017::124:12:45:51.60,7,-0.48504,-0.47319,-0.30387,-0.02505,-0.007167,-0.010169,4,585.73,569.37,584.65,569.18,0.74064,-0.19385,-0.040415,1
2017::124:12:45:51.70,7,0.59194,-0.17358,0.14638,-0.015462,-0.047647,-0.009104,4,584.38,570.94,585.47,571.9,0.72193,-0.18892,-0.03365,1
2017::124:12:45:51.80,7,-0.7323,0.82172,0.9415,0.016496,0.058879,0.036702,4,550.3,605.99,550.72,604.84,0.68496,-0.18716,-0.020917,1
2017::124:12:45:51.90,7,-0.22629,0.42495,0.66852,-0.0048097,0.073793,0.0090055,4,567.79,580.19,568.57,581.61,0.64661,-0.18406,-0.0069404,1
2017::124:12:45:52.00,7,-1.2362,-0.96163,-1.392,-0.034637,0.12386,-0.026148,4,595.24,556.83,596.17,557.34,0.61534,-0.17974,0.0077058,1
2017::124:12:45:52.10,7,0.13093,-0.68823,0.65257,-0.043159,0.16541,0.00048341,4,572.64,571.43,570.53,570.99,0.58664,-0.17561,0.018715,1
2017::124:12:45:52.20,7,-2.3177,-0.55983,-0.76539,-0.017593,0.066336,-0.016561,4,585.69,560.92,585.74,560.4,0.55839,-0.17114,0.024457,1
2017::124:12:45:52.30,7,-0.61636,0.40419,0.59245,-0.015462,0.029052,0.015397,4,563.84,586.72,562.23,584.78,0.54059,-0.16551,0.021982,1
2017::124:12:45:52.40,7,1.3249,1.2041,1.619,-0.020789,-0.06043,0.037768,4,549.47,607.34,549.68,605.58,0.52808,-0.15952,0.015854,1
2017::124:12:45:52.50,7,-1.3501,0.512,1.2449,-0.063399,-0.12222,0.0036792,4,582.62,588.55,582.57,588.85,0.51774,-0.15027,0.0080819,1
2017::124:12:45:52.60,7,0.25884,-0.35347,0.29765,-0.023984,-0.12115,-0.0048429,4,591.82,583.67,591.1,585.13,0.5113,-0.14041,0.0061969,1
2017::124:12:45:52.70,7,0.24961,0.26634,0.78067,0.09639,-0.075344,0.030311,4,563.11,608.18,562.55,607.47,0.50602,-0.12521,0.0081054,1
2017::124:12:45:52.80,7,0.84598,0.16813,1.2337,0.13154,-0.064691,0.024984,4,563.55,601.09,564.42,601.63,0.50194,-0.10863,0.015678,1
2017::124:12:45:52.90,7,-1.3641,-0.97735,-0.27297,0.1113,-0.04019,-0.026148,4,595.86,554.27,594.3,556.05,0.49914,-0.09446,0.025138,1
2017::124:12:45:53.00,7,0.3787,-0.35261,-0.17011,0.21463,-0.028472,0.010071,4,565.84,580.69,567.51,580.54,0.49482,-0.080131,0.038269,1
2017::124:12:45:53.10,7,-0.76467,1.073,0.19374,0.14007,0.029052,0.015397,4,559.1,583.47,560.8,581.77,0.49095,-0.065666,0.07758,1
2017::124:12:45:53.20,7,1.0109,1.8459,0.76626,0.01543,0.037574,0.013267,4,553.82,575.55,556,574.13,0.4873,-0.058918,0.10702,1
2017::124:12:45:53.30,7,-1.2026,-0.60289,-0.99616,-0.14649,0.025856,-0.033605,4,586.27,536.87,587.42,537.53,0.48285,-0.055651,0.13757,1
2017::124:12:45:53.40,7,-0.51994,1.1017,-0.066818,-0.13051,0.059945,0.0058097,4,554.08,563.9,554.12,562.92,0.48021,-0.056361,0.15883,1
2017::124:12:45:53.50,7,-0.15845,-0.032122,0.93652,-0.15821,0.010942,-0.0059082,4,563.85,555.14,563.61,555.86,0.47862,-0.057426,0.17105,1
2017::124:12:45:53.60,7,-0.80184,-0.63386,-0.1245,-0.13903,0.015204,-0.017626,4,575.8,547.67,573.9,548.87,0.47884,-0.060623,0.17827,1
2017::124:12:45:53.70,7,-0.39606,0.45921,1.1758,-0.012267,-0.021015,0.013267,4,557.67,577.76,556.98,576.82,0.4827,-0.059464,0.17793,1
2017::124:12:45:53.80,7,-1.3349,-0.98801,0.016939,-0.02718,-0.099845,-0.020822,4,586.06,554.41,585.13,555.28,0.48731,-0.058589,0.17223,1
2017::124:12:45:53.90,7,-0.64141,-1.4009,0.31866,0.018626,-0.096649,-0.0080387,4,578.81,567.54,579.79,568.21,0.49387,-0.056154,0.16522,1
2017::124:12:45:54.00,7,0.19792,-0.28682,0.83064,0.01543,-0.030603,-0.009104,4,582.7,569.27,582.59,570.34,0.49938,-0.04971,0.15964,1
2017::124:12:45:54.10,7,0.20721,0.28499,0.26764,0.065498,-0.0018407,-0.00058185,4,576.5,575.74,576.91,576.27,0.50212,-0.044591,0.15488,1
2017::124:12:45:54.20,7,0.30155,0.11162,0.4929,0.060171,0.037574,0.0015487,4,574.98,576.92,574.32,576.82,0.50569,-0.039435,0.15027,1
2017::124:12:45:54.30,7,0.85431,-0.13449,0.88841,0.068694,0.024791,0.0090055,4,568.26,581.7,567.81,580.68,0.50935,-0.034199,0.1436,1
2017::124:12:45:54.40,7,-1.1865,-1.6372,-0.40488,0.021822,-0.06043,-0.03254,4,600.65,551.69,600.91,552.39,0.51327,-0.030795,0.13484,1
2017::124:12:45:54.50,7,-0.86145,-0.13418,-0.68776,0.010104,-0.027407,-0.011234,4,588.95,573.62,590.25,573.65,0.51697,-0.029222,0.12582,1
2017::124:12:45:54.60,7,0.70607,0.27007,0.44517,-0.057008,0.025856,0.0058097,4,578.93,589.02,579.31,588.16,0.51994,-0.029473,0.12048,1
2017::124:12:45:54.70,7,0.37375,1.224,2.2799,-0.078313,0.06314,0.023919,4,564.01,600.02,563.83,598.95,0.52212,-0.031602,0.11892,1
2017::124:12:45:54.80,7,0.59719,-0.16885,1.3174,-0.057008,0.029052,0.012201,4,570.46,588.27,569.26,587.86,0.525,-0.031861,0.11346,1
2017::124:12:45:54.90,7,-0.53668,-0.69115,0.12701,-0.0069402,-0.018885,-0.0016471,4,580.67,577.16,579.9,577.98,0.52864,-0.030155,0.1081,1
2017::124:12:45:55.00,7,0.53332,0.13135,0.11488,0.066563,-0.015689,0.006875,4,575.61,586.25,575.34,585.71,0.53199,-0.028372,0.10466,1
2017::124:12:45:55.10,7,0.64095,-0.075073,-0.19918,0.049519,-0.050843,-0.0123,4,588.84,568.54,587.72,569.43,0.5367,-0.026643,0.099315,1
2017::124:12:45:55.20,7,-0.25525,-0.093756,-0.075328,0.098521,-0.072148,-0.0059082,4,582.85,573.76,583.56,574.03,0.53966,-0.022718,0.093592,1
2017::124:12:45:55.30,7,-0.01139,0.75391,0.5966,0.092129,-0.01995,0.016462,4,568.49,593.37,569.03,592.3,0.54059,-0.024843,0.091634,1
2017::124:12:45:55.40,7,0.62354,-0.41696,-1.6221,0.027148,-0.024211,-0.01443,4,588.8,566.99,589.84,567.23,0.5391,-0.026853,0.089297,1
2017::124:12:45:55.50,9,-0.090415,-0.31054,0.14829,-0.033572,0.015204,-0.011234,4,586.59,570.54,587.97,570.81,0.53799,-0.032959,0.091153,1
2017::124:12:45:55.60,9,1.0875,0.97591,0.64738,-0.052747,0.098294,0.011136,4,556.52,573.13,556.12,572.25,0.53381,-0.040814,0.094527,1
2017::124:12:45:55.70,9,0.72577,1.0449,1.3384,-0.052747,0.065271,0.0047445,4,561.52,567.95,560.84,567.54,0.53185,-0.050887,0.089953,1
2017::124:12:45:55.80,9,-0.78331,0.23153,0.26351,-0.054877,0.0098772,-0.013365,4,575.52,554.51,575.28,555.22,0.5278,-0.062783,0.078965,1
2017::124:12:45:55.90,9,1.9264,-0.43989,0.80487,0.005843,0.052488,0.031376,4,541.64,588.42,541.5,587.4,0.52606,-0.074932,0.064402,1
2017::124:12:45:56.00,9,-0.64943,-1.1285,-1.0512,-0.06766,-0.034864,-0.044258,4,597.9,530.94,597.7,532.91,0.52431,-0.08709,0.044006,1
2017::124:12:45:56.10,9,0.15588,0.9189,1.3031,0.005843,0.024791,0.014332,4,555.59,577.81,555.59,577.15,0.52462,-0.10155,0.017966,1
2017::124:12:45:56.20,9,-1.053,-0.60359,0.43376,-0.030376,-0.016754,-0.019757,4,581.96,552.51,581.86,553.34,0.52549,-0.11388,-0.0078653,1
2017::124:12:45:56.30,9,-0.64514,0.69183,0.83613,-0.02505,-0.012493,-0.017626,4,580.88,554.33,580.78,555,0.52806,-0.12611,-0.041592,1
2017::124:12:45:56.40,9,-0.97613,-1.1119,0.36432,-0.0026791,0.0013551,-0.0027124,4,570.4,566.59,570.36,566.58,0.53092,-0.13974,-0.077193,1
2017::124:12:45:56.50,9,-1.9845,-1.092,-0.68471,-0.052747,-0.048712,-0.047453,4,602.83,530.95,602.73,532.94,0.53699,-0.15158,-0.11153,1
2017::124:12:45:56.60,9,-1.5999,0.42374,0.0098429,-0.0016139,-0.00077546,-0.0027124,4,571.58,567.84,571.58,567.8,0.54395,-0.16242,-0.15242,1
2017::124:12:45:56.70,9,-0.98131,-0.44628,0.012258,-0.014397,-0.012493,-0.011234,4,578.4,561.29,578.36,561.78,0.5511,-0.17206,-0.19581,1
2017::124:12:45:56.80,9,-0.30703,1.2058,2.1917,0.0079735,0.0098772,0.012201,4,561.68,580.33,561.71,579.93,0.74535,-0.24526,-0.29393,1
2017::124:12:45:56.90,9,-0.22776,-0.47872,0.79778,-0.0016139,0.0024203,0.0015487,4,571.1,574.41,571.03,574.36,-1,-1,-1,0
2017::124:12:45:57.00,9,-1.2135,-0.64684,-0.72303,-0.0058749,-0.0039713,-0.0059082,4,598.33,589.5,598.27,589.69,-1,-1,-1,0
2017::124:12:45:57.10,9,0.050509,0.62614,-1.0943,-0.018658,-0.01782,-0.019757,4,606.78,577.39,606.78,578,-1,-1,-1,0
2017::124:12:45:57.20,9,0.26017,1.1769,0.7379,0.010104,0.0088119,0.0090055,4,576.85,591.84,576.93,591.42,-1,-1,-1,0
2017::124:12:45:57.30,9,0.53079,0.18537,0.69242,0.0079735,0.0077467,0.0058097,4,574.56,583.76,574.58,583.49,-1,-1,-1,0
2017::124:12:45:57.40,9,-0.39746,0.077381,0.44818,0.0037125,-0.00077546,-0.0069734,4,580.26,569.02,580.33,569.03,-1,-1,-1,0
2017::124:12:45:57.50,9,-0.91541,-0.62515,-1.2523,-0.011201,-0.011428,-0.010169,4,579.67,564.04,579.63,564.43,-1,-1,-1,0
2017::124:12:45:57.60,9,0.35695,0.81921,0.048223,0.010104,0.0066814,0.006875,4,564.94,574.16,565.05,573.91,-1,-1,-1,0
2017::124:12:45:57.70,9,-1.0282,0.19955,-0.60806,-0.0069402,-0.007167,-0.0048429,4,572.08,564.57,572.08,564.76,-1,-1,-1,0
2017::124:12:45:57.80,9,-1.851,-1.0616,0.78107,-0.033572,-0.028472,-0.026148,4,586.9,546.85,586.72,548,-1,-1,-1,0
2017::124:12:45:57.90,9,0.49472,1.0263,1.193,0.037801,0.037574,0.038833,4,537.06,596.16,537.14,594.79,-1,-1,-1,0
2017::124:12:45:58.00,9,0.40637,0.79032,0.82656,0.005843,0.0034856,0.006875,4,561.21,571.87,561.31,571.68,-1,-1,-1,0
2017::124:12:45:58.10,9,-0.63224,-0.23906,-0.12665,-0.0080054,-0.007167,-0.010169,4,574.03,558.36,573.99,558.68,-1,-1,-1,0
2017::124:12:45:58.20,9,0.20228,1.2424,1.3391,0.019691,0.02053,0.017528,4,553.18,578.96,553.23,578.24,-1,-1,-1,0
2017::124:12:45:58.30,9,0.35282,0.92587,1.6504,0.0090388,0.0056161,0.011136,4,557.36,574.55,557.48,574.22,-1,-1,-1,0
